"filename", "language", "JSON with Comments", "CSS", "JavaScript", "SVG", "TypeScript", "JSON", "Markdown", "JavaScript React", "HTML", "comment", "blank", "total"
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/CuttingBoard.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Detergent.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 3, 30
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Door.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/DownArrow.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Drawer.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Fork.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Fridge.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/FruitJuice.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Glass.js", "JavaScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 3, 23
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/objects/Icons.js", "JavaScript", 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 9, 238
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Jar.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Kettle.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Knife.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/MedicineContainer.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 3, 30
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Microwave.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 3, 21
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/MokaPot.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Mug.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/NotFound.js", "JavaScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 5, 15
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Pan.js", "JavaScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 3, 25
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Peach.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/PhoneBook.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 24
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Pitcher.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Plate.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Pot.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/PotatoPeeler.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Raisin.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 4, 19
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Scissors.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 3, 20
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Soap.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 3, 20
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Spatula.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Sponge.js", "JavaScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 3, 27
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Spoon.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Stove.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/StoveLighter.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Stovetop.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Straw.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 3, 22
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Tap.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Teaspoon.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/TimeDistance.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/TimeDistance2.js", "JavaScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 3, 23
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/TimeDistance3.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 3, 24
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Toothbrush.js", "JavaScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 16
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Trashcan.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Tupperware.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/UpArrow.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/Utensils.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 3, 29
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/WaterBottle.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/WaterFaucet.js", "JavaScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/ZoomIn.js", "JavaScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 3, 23
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/ZoomOut.js", "JavaScript", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 3, 21
"/media/kian/Local Disk/HAKEE/my_activity/src/icons/index.js", "JavaScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 1, 33
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/banana.svg", "SVG", 0, 0, 0, 48, 0, 0, 0, 0, 0, 1, 1, 50
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/bottle.svg", "SVG", 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 52
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/bowl.svg", "SVG", 0, 0, 0, 41, 0, 0, 0, 0, 0, 1, 1, 43
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/coffee_machine.svg", "SVG", 0, 0, 0, 61, 0, 0, 0, 0, 0, 1, 1, 63
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/coffee_pot.svg", "SVG", 0, 0, 0, 46, 0, 0, 0, 0, 0, 1, 1, 48
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/container.svg", "SVG", 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 1, 6
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/cutlery.svg", "SVG", 0, 0, 0, 55, 0, 0, 0, 0, 0, 1, 1, 57
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/detergent.svg", "SVG", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 2, 22
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/door.svg", "SVG", 0, 0, 0, 47, 0, 0, 0, 0, 0, 1, 1, 49
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/drawer.svg", "SVG", 0, 0, 0, 59, 0, 0, 0, 0, 0, 1, 1, 61
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/fridge.svg", "SVG", 0, 0, 0, 44, 0, 0, 0, 0, 0, 1, 1, 46
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/fruit_juice.svg", "SVG", 0, 0, 0, 58, 0, 0, 0, 0, 0, 1, 1, 60
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/glass.svg", "SVG", 0, 0, 0, 42, 0, 0, 0, 0, 0, 1, 1, 44
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/jar.svg", "SVG", 0, 0, 0, 45, 0, 0, 0, 0, 0, 1, 1, 47
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/kettle.svg", "SVG", 0, 0, 0, 69, 0, 0, 0, 0, 0, 1, 1, 71
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/knife.svg", "SVG", 0, 0, 0, 44, 0, 0, 0, 0, 0, 1, 1, 46
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/mug.svg", "SVG", 0, 0, 0, 46, 0, 0, 0, 0, 0, 1, 1, 48
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/not_found.svg", "SVG", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/peach.svg", "SVG", 0, 0, 0, 53, 0, 0, 0, 0, 0, 1, 1, 55
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/pitcher.svg", "SVG", 0, 0, 0, 41, 0, 0, 0, 0, 0, 1, 1, 43
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/plate.svg", "SVG", 0, 0, 0, 76, 0, 0, 0, 0, 0, 1, 1, 78
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/potato_peeler.svg", "SVG", 0, 0, 0, 46, 0, 0, 0, 0, 0, 1, 1, 48
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/sanitizer-alt-svgrepo-com.svg", "SVG", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/scissors.svg", "SVG", 0, 0, 0, 54, 0, 0, 0, 0, 0, 1, 1, 56
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/soap.svg", "SVG", 0, 0, 0, 72, 0, 0, 0, 0, 0, 1, 1, 74
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/sponge.svg", "SVG", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 2, 19
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/spoon-svgrepo-com.svg", "SVG", 0, 0, 0, 39, 0, 0, 0, 0, 0, 1, 1, 41
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/stove.svg", "SVG", 0, 0, 0, 70, 0, 0, 0, 0, 0, 1, 1, 72
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/stove_lighter.svg", "SVG", 0, 0, 0, 48, 0, 0, 0, 0, 0, 1, 1, 50
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/stovetop.svg", "SVG", 0, 0, 0, 66, 0, 0, 0, 0, 0, 1, 1, 68
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/strainer-svgrepo-com.svg", "SVG", 0, 0, 0, 16, 0, 0, 0, 0, 0, 1, 1, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/straw.svg", "SVG", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/tap.svg", "SVG", 0, 0, 0, 59, 0, 0, 0, 0, 0, 1, 1, 61
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/tooth_brush.svg", "SVG", 0, 0, 0, 59, 0, 0, 0, 0, 0, 1, 1, 61
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/tupperware.svg", "SVG", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 1, 5
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/water_bottle.svg", "SVG", 0, 0, 0, 50, 0, 0, 0, 0, 0, 1, 1, 52
"/media/kian/Local Disk/HAKEE/my_activity/src/images/action_events/water_faucet.svg", "SVG", 0, 0, 0, 66, 0, 0, 0, 0, 0, 1, 1, 68
"/media/kian/Local Disk/HAKEE/my_activity/src/images/add_activity_btn.svg", "SVG", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 1, 19
"/media/kian/Local Disk/HAKEE/my_activity/src/images/decrease_sec.svg", "SVG", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/media/kian/Local Disk/HAKEE/my_activity/src/images/increase_sec.svg", "SVG", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/media/kian/Local Disk/HAKEE/my_activity/src/images/increase_sec2.svg", "SVG", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1
"/media/kian/Local Disk/HAKEE/my_activity/src/images/time_distance.svg", "SVG", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/media/kian/Local Disk/HAKEE/my_activity/src/images/zoom_in.svg", "SVG", 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 1, 15
"/media/kian/Local Disk/HAKEE/my_activity/src/images/zoom_out.svg", "SVG", 0, 0, 0, 13, 0, 0, 0, 0, 0, 1, 1, 15
"/media/kian/Local Disk/HAKEE/my_activity/src/index.css", "CSS", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"/media/kian/Local Disk/HAKEE/my_activity/src/index.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 3, 18
"/media/kian/Local Disk/HAKEE/my_activity/src/model/Activity.ts", "TypeScript", 0, 0, 0, 0, 162, 0, 0, 0, 0, 3, 34, 199
"/media/kian/Local Disk/HAKEE/my_activity/src/model/ActivityInstance.ts", "TypeScript", 0, 0, 0, 0, 232, 0, 0, 0, 0, 7, 33, 272
"/media/kian/Local Disk/HAKEE/my_activity/src/model/ActivityInstanceEvent.ts", "TypeScript", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 11, 55
"/media/kian/Local Disk/HAKEE/my_activity/src/model/AxiomData.ts", "TypeScript", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 19, 111
"/media/kian/Local Disk/HAKEE/my_activity/src/model/AxiomManager.ts", "TypeScript", 0, 0, 0, 0, 84, 0, 0, 0, 0, 1, 16, 101
"/media/kian/Local Disk/HAKEE/my_activity/src/model/AxiomStats.ts", "TypeScript", 0, 0, 0, 0, 125, 0, 0, 0, 0, 0, 23, 148
"/media/kian/Local Disk/HAKEE/my_activity/src/model/AxiomTypes.ts", "TypeScript", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 1, 27
"/media/kian/Local Disk/HAKEE/my_activity/src/model/Constraint.ts", "TypeScript", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 8, 33
"/media/kian/Local Disk/HAKEE/my_activity/src/model/Explanation.ts", "TypeScript", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 13, 98
"/media/kian/Local Disk/HAKEE/my_activity/src/model/ExplanationManager.ts", "TypeScript", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 6, 42
"/media/kian/Local Disk/HAKEE/my_activity/src/model/HowToAxiom.ts", "TypeScript", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 7, 44
"/media/kian/Local Disk/HAKEE/my_activity/src/model/RuleitemData.ts", "TypeScript", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 12, 62
"/media/kian/Local Disk/HAKEE/my_activity/src/model/SystemMode.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 2, 11
"/media/kian/Local Disk/HAKEE/my_activity/src/reportWebVitals.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/media/kian/Local Disk/HAKEE/my_activity/src/setupTests.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 6
"/media/kian/Local Disk/HAKEE/my_activity/tsconfig.json", "JSON with Comments", 18, 0, 0, 0, 0, 0, 0, 0, 0, 79, 10, 107
"Total", "-", 18, 1252, 2104, 1678, 2181, 28719, 38, 2927, 20, 313, 1243, 40493